page_id,source_pdf,provider,repeat,latency_s,char_count,cer,wer,error
handwritten_assignment_p001,handwritten_assignment.pdf,mistral,2,1.7764,506,,,
handwritten_assignment_p001,handwritten_assignment.pdf,vision,2,0.2227,0,,,Google Vision client not available
handwritten_assignment_p001,handwritten_assignment.pdf,tesseract,2,1.0219,368,,,
handwritten_assignment_p001,handwritten_assignment.pdf,cascade,2,2.5295,506,,,
handwritten_assignment_p002,handwritten_assignment.pdf,mistral,2,12.6971,492,,,
handwritten_assignment_p002,handwritten_assignment.pdf,vision,2,0.2284,0,,,Google Vision client not available
handwritten_assignment_p002,handwritten_assignment.pdf,tesseract,2,0.8543,172,,,
handwritten_assignment_p002,handwritten_assignment.pdf,cascade,2,1.7130,492,,,
handwritten_assignment_p003,handwritten_assignment.pdf,mistral,2,1.7004,413,,,
handwritten_assignment_p003,handwritten_assignment.pdf,vision,2,0.2054,0,,,Google Vision client not available
handwritten_assignment_p003,handwritten_assignment.pdf,tesseract,2,0.8674,347,,,
handwritten_assignment_p003,handwritten_assignment.pdf,cascade,2,1.8321,413,,,
handwritten_assignment_p004,handwritten_assignment.pdf,mistral,2,6.6687,390,,,
handwritten_assignment_p004,handwritten_assignment.pdf,vision,2,0.2291,0,,,Google Vision client not available
handwritten_assignment_p004,handwritten_assignment.pdf,tesseract,2,0.8560,221,,,
handwritten_assignment_p004,handwritten_assignment.pdf,cascade,2,1.7500,390,,,
handwritten_assignment_p005,handwritten_assignment.pdf,mistral,2,1.8959,461,,,
handwritten_assignment_p005,handwritten_assignment.pdf,vision,2,0.2272,0,,,Google Vision client not available
handwritten_assignment_p005,handwritten_assignment.pdf,tesseract,2,0.8982,297,,,
handwritten_assignment_p005,handwritten_assignment.pdf,cascade,2,1.7842,461,,,
handwritten_assignment_p006,handwritten_assignment.pdf,mistral,2,2.4379,395,,,
handwritten_assignment_p006,handwritten_assignment.pdf,vision,2,0.2179,0,,,Google Vision client not available
handwritten_assignment_p006,handwritten_assignment.pdf,tesseract,2,0.7660,189,,,
handwritten_assignment_p006,handwritten_assignment.pdf,cascade,2,1.8567,395,,,
handwritten_assignment_p007,handwritten_assignment.pdf,mistral,2,4.5614,486,,,
handwritten_assignment_p007,handwritten_assignment.pdf,vision,2,0.2216,0,,,Google Vision client not available
handwritten_assignment_p007,handwritten_assignment.pdf,tesseract,2,0.9071,235,,,
handwritten_assignment_p007,handwritten_assignment.pdf,cascade,2,1.6943,486,,,
handwritten_assignment_p008,handwritten_assignment.pdf,mistral,2,1.9803,215,,,
handwritten_assignment_p008,handwritten_assignment.pdf,vision,2,0.1800,0,,,Google Vision client not available
handwritten_assignment_p008,handwritten_assignment.pdf,tesseract,2,0.8294,228,,,
handwritten_assignment_p008,handwritten_assignment.pdf,cascade,2,1.6161,215,,,
minaz_p001,minaz.pdf,mistral,2,3.1185,821,,,
minaz_p001,minaz.pdf,vision,2,0.3701,0,,,Google Vision client not available
